id,title,filtered_words,label
R169,New Report on Technology Breakthrough,"new, report, technology, breakthrough, time, positive, develop, world., believe",REAL
R193,New Report on Technology Breakthrough,"new, report, technology, breakthrough, another, plan, nice",REAL
F247,Mind Control Confirmed by Sources,"mind, control, confirmed, sources, discuss, argue, media, drive, prevent",FAKE
R179,New Report on Technology Breakthrough,"new, report, technology, breakthrough, explain, back, beyond, before., need",REAL
F138,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, fear, guess, natural, mind, able",FAKE
R017,New Report on Policy,"new, report, policy, style, culture, plan, painting, yes, believe",REAL
F090,Mind Control Confirmed by Sources,"mind, control, confirmed, sources, purpose, become, return, organization, letter.",FAKE
F222,Mind Control Confirmed by Sources,"mind, control, confirmed, sources, fund, know, great, area.",FAKE
R114,New Report on Climate Change,"new, report, climate, change, vote, firm, ahead, determine",REAL
F235,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, well, yes, large, risk, truth",FAKE
F185,Hoax Confirmed by Sources,"hoax, confirmed, sources, upon, economic, common, memory, minute.",FAKE
F221,Flat Earth Confirmed by Sources,"flat, earth, confirmed, sources, day, fast, east, discussion, business",FAKE
F054,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, thought, want, customer, tough, interesting",FAKE
R000,New Report on Public Health,"new, report, public, health, treat, dinner, enter, including, describe",REAL
R178,New Report on Budget Report,"new, report, budget, report, big, pick, region, week, box.",REAL
F006,Hoax Confirmed by Sources,"hoax, confirmed, sources, action, receive, brother, grow, fire, determine",FAKE
F174,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, success, local, mind, stage.",FAKE
R009,New Report on Election,"new, report, election, network, receive, someone., experts, discuss",REAL
R122,New Report on Economic Growth,"new, report, economic, growth, much, simply, sea, three",REAL
F189,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, ask, maybe, discuss, challenge, minute",FAKE
R146,New Report on Technology Breakthrough,"new, report, technology, breakthrough, speak, teacher, behind, must",REAL
R022,New Report on Climate Change,"new, report, climate, change, manager, land, easy, apply., speak",REAL
F177,Aliens Confirmed by Sources,"aliens, confirmed, sources, save, fact., brother, pass, beyond",FAKE
F021,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, report, young, article, expect., industry",FAKE
R039,New Report on Economic Growth,"new, report, economic, growth, doctor, structure, give, weight, less",REAL
F061,Miracle Drug Confirmed by Sources,"miracle, drug, confirmed, sources, bill, wife, federal, claim.",FAKE
R057,New Report on Technology Breakthrough,"new, report, technology, breakthrough, wrong, describe, bed, report",REAL
F154,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, finish, feel, wall, beyond, despite",FAKE
F052,Mind Control Confirmed by Sources,"mind, control, confirmed, sources, agreement, key, political., find",FAKE
F124,Flat Earth Confirmed by Sources,"flat, earth, confirmed, sources, water, board, time, start",FAKE
R071,New Report on Budget Report,"new, report, budget, report, performance, statement, husband, serve",REAL
R152,New Report on Budget Report,"new, report, budget, report, evidence, police, network, little, great",REAL
F038,Mind Control Confirmed by Sources,"mind, control, confirmed, sources, look, song, position, be., answer",FAKE
F101,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, west, lay, wonder, usually., according",FAKE
F203,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, market, around, back, million, attention",FAKE
F192,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, development, suggest, government",FAKE
R189,New Report on Climate Change,"new, report, climate, change, team, occur, much, far, claim",REAL
R098,New Report on Election,"new, report, election, region, hold, current, authority, realize.",REAL
R149,New Report on Economic Growth,"new, report, economic, growth, fast, central, side, exactly.",REAL
R046,New Report on Education,"new, report, education, attack, stand, national, position, third, life",REAL
F055,Hoax Confirmed by Sources,"hoax, confirmed, sources, amount, threat, city, task., foreign",FAKE
F159,Flat Earth Confirmed by Sources,"flat, earth, confirmed, sources, take, project, fire, apply, movement",FAKE
F083,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, tonight, human, system, guess., north",FAKE
R109,New Report on Education,"new, report, education, class, ready, parent, question., audience, ground",REAL
R102,New Report on Climate Change,"new, report, climate, change, early, begin, process, quickly.",REAL
R060,New Report on Election,"new, report, election, political, none, describe, indeed., low",REAL
F085,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, cut, believe, firm, blood",FAKE
F188,Hoax Confirmed by Sources,"hoax, confirmed, sources, white, exist, walk, hot, read., dark",FAKE
F131,Hoax Confirmed by Sources,"hoax, confirmed, sources, north, save, skill, attack, change, republican.",FAKE
R202,New Report on Public Health,"new, report, public, health, capital, want, bad, force, important.",REAL
F111,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, add, eye, member, eat, wide",FAKE
R151,New Report on Policy,"new, report, policy, pay, appear, movement, serve, mouth.",REAL
F058,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, sense, baby, trade, suggest., little",FAKE
R164,New Report on Education,"new, report, education, rule, especially, consider, place, tree, discussion",REAL
F242,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, heavy, song, ahead, cover, investment",FAKE
F064,Mind Control Confirmed by Sources,"mind, control, confirmed, sources, contain, admit, boy., record",FAKE
R228,New Report on Education,"new, report, education, strong, easy, movement., run, tough",REAL
R210,New Report on Economic Growth,"new, report, economic, growth, yeah, person, business, sense, people.",REAL
R156,New Report on Policy,"new, report, policy, back, half., energy, standard",REAL
R192,New Report on Climate Change,"new, report, climate, change, despite, discuss, girl, without, month",REAL
F102,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, give, old, true, everything, on.",FAKE
R237,New Report on Election,"new, report, election, per, parent, tonight, already, deal, one.",REAL
F015,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, consumer, national, word, design, company",FAKE
F020,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, hope, marriage, pm, little, light",FAKE
R083,New Report on Election,"new, report, election, represent, white, bit, ground",REAL
F035,Hoax Confirmed by Sources,"hoax, confirmed, sources, short, along., least",FAKE
R082,New Report on Budget Report,"new, report, budget, report, important, shake, resource",REAL
F114,Mind Control Confirmed by Sources,"mind, control, confirmed, sources, size, magazine, idea., use",FAKE
F179,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, phone, left, story, produce, play.",FAKE
F026,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, politics, war, staff, hotel.",FAKE
R217,New Report on Election,"new, report, election, unit, better, development, paper, right., interest",REAL
F009,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, huge, indicate, peace, stage, fly",FAKE
F240,Aliens Confirmed by Sources,"aliens, confirmed, sources, simply, land, tv, remember, live",FAKE
R216,New Report on Research,"new, report, research, clearly, past, care, behavior, quickly, around",REAL
F129,Flat Earth Confirmed by Sources,"flat, earth, confirmed, sources, total, various., learn, really",FAKE
R197,New Report on Education,"new, report, education, arrive, consumer, gun, system., research, option",REAL
F142,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, never, floor, test, production., important",FAKE
R140,New Report on Climate Change,"new, report, climate, change, together, consider, cover, industry, writer.",REAL
R165,New Report on Budget Report,"new, report, budget, report, statement, exactly, point., experts, discuss",REAL
R139,New Report on Education,"new, report, education, current, third, learn, hot., experts",REAL
F232,Hoax Confirmed by Sources,"hoax, confirmed, sources, material, land, knowledge, play, life",FAKE
F108,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, suggest, hot, everyone.",FAKE
F167,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, even, body, mr, man",FAKE
R242,New Report on Research,"new, report, research, home, pattern, base., particular, worker",REAL
F133,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, choice, month, degree, rise",FAKE
F025,Flat Earth Confirmed by Sources,"flat, earth, confirmed, sources, others, civil, door, nearly",FAKE
F093,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, last, education, democrat, ground",FAKE
F236,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, environment, produce, generation, tonight",FAKE
F069,Flat Earth Confirmed by Sources,"flat, earth, confirmed, sources, born, throughout, manage, local.",FAKE
F219,Flat Earth Confirmed by Sources,"flat, earth, confirmed, sources, fact, commercial, meet, though",FAKE
R079,New Report on Election,"new, report, election, sense, mr, under., argue, computer, actually",REAL
F042,Hoax Confirmed by Sources,"hoax, confirmed, sources, war, military, four, student, energy, material.",FAKE
R154,New Report on Budget Report,"new, report, budget, report, chair, song, old, check",REAL
R089,New Report on Public Health,"new, report, public, health, head, public, threat, deal, understand",REAL
R038,New Report on Public Health,"new, report, public, health, interesting, check, bit, account",REAL
R053,New Report on Economic Growth,"new, report, economic, growth, pay, cost, reach., century",REAL
F201,Hoax Confirmed by Sources,"hoax, confirmed, sources, value, per, ground, pass, garden, require.",FAKE
F013,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, suffer, simply, democratic, pick, today.",FAKE
R023,New Report on Policy,"new, report, policy, president, clearly, cut, science, husband, energy",REAL
R068,New Report on Technology Breakthrough,"new, report, technology, breakthrough, ready, surface, black, reduce, start",REAL
F065,Hoax Confirmed by Sources,"hoax, confirmed, sources, rest, physical, past, thousand, get, actually",FAKE
F239,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, wind, although, take, focus",FAKE
F084,Miracle Drug Confirmed by Sources,"miracle, drug, confirmed, sources, behind, road, detail, decade",FAKE
R120,New Report on Election,"new, report, election, culture, manage, rather, stop, dog, imagine.",REAL
F207,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, language, eye, young, consider, strong",FAKE
R158,New Report on Economic Growth,"new, report, economic, growth, election, instead, south, section",REAL
R097,New Report on Technology Breakthrough,"new, report, technology, breakthrough, billion, enjoy, stop, value",REAL
R092,New Report on Technology Breakthrough,"new, report, technology, breakthrough, anything, politics, this., friend",REAL
F172,Hoax Confirmed by Sources,"hoax, confirmed, sources, claim, total, well, great, tell, particularly",FAKE
R182,New Report on Economic Growth,"new, report, economic, growth, case, town, focus, prepare, direction",REAL
F014,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, modern, church, seem, section, organization",FAKE
R230,New Report on Election,"new, report, election, table, kid, mouth, child, church",REAL
F223,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, suffer, bit, pick, sense, quickly",FAKE
R221,New Report on Policy,"new, report, policy, receive, billion, travel, food., floor",REAL
R173,New Report on Climate Change,"new, report, climate, change, might, anyone, policy, personal, imagine",REAL
F249,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, agent, boy, process, anyone., cup",FAKE
F112,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, start, home., yeah, sport",FAKE
R058,New Report on Budget Report,"new, report, budget, report, american, decision, low., effect, happy",REAL
R159,New Report on Economic Growth,"new, report, economic, growth, program, expect, sport",REAL
R029,New Report on Economic Growth,"new, report, economic, growth, miss, city, tree, option, office",REAL
R126,New Report on Research,"new, report, research, particular, choice, instead, address, three., add",REAL
R132,New Report on Education,"new, report, education, prove, spend, able., reason, sea, still",REAL
R025,New Report on Election,"new, report, election, benefit, trouble, authority, white, name, future",REAL
F214,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, life, debate.",FAKE
R177,New Report on Policy,"new, report, policy, garden, play, else., oil, behind, stock.",REAL
R196,New Report on Budget Report,"new, report, budget, report, dream, case, trade, no., base",REAL
R135,New Report on Budget Report,"new, report, budget, report, majority, listen, fly, its., public",REAL
F152,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, two, top, rule, keep.",FAKE
F180,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, compare, culture, find.",FAKE
F003,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, tonight, tree, around, sing, campaign",FAKE
F244,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, every, traditional, speak",FAKE
F194,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, new, father, hard., water",FAKE
R044,New Report on Policy,"new, report, policy, talk, season, mention, strategy, adult, kitchen",REAL
R141,New Report on Economic Growth,"new, report, economic, growth, call, sort, past, science., western",REAL
R188,New Report on Climate Change,"new, report, climate, change, always, many, third, left, speech.",REAL
F010,Aliens Confirmed by Sources,"aliens, confirmed, sources, leg, happy, true, factor., turn, look",FAKE
R106,New Report on Economic Growth,"new, report, economic, growth, big, suffer, heart, list, prove",REAL
R049,New Report on Research,"new, report, research, discover, manage, security, responsibility, during.",REAL
R144,New Report on Budget Report,"new, report, budget, report, main, apply, necessary, body",REAL
F199,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, instead, mission, specific, together",FAKE
F215,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, foreign, start, drop, wish",FAKE
R176,New Report on Economic Growth,"new, report, economic, growth, guy, president, action, cut",REAL
F105,Hoax Confirmed by Sources,"hoax, confirmed, sources, however, none, country., face, offer",FAKE
F031,Miracle Drug Confirmed by Sources,"miracle, drug, confirmed, sources, professional, including, concern, enter, realize",FAKE
R206,New Report on Research,"new, report, research, long, writer, certain, film, though, red",REAL
F238,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, read, best, use, ability",FAKE
R027,New Report on Climate Change,"new, report, climate, change, medical, fill, crime, ready",REAL
F169,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, issue, mother, coach, girl, speak.",FAKE
F208,Aliens Confirmed by Sources,"aliens, confirmed, sources, woman, surface, lead, on., truth, notice",FAKE
F212,Miracle Drug Confirmed by Sources,"miracle, drug, confirmed, sources, behind, political, fast, list",FAKE
F032,Hoax Confirmed by Sources,"hoax, confirmed, sources, decade, teacher, mention, thought, thing, audience.",FAKE
F109,Hoax Confirmed by Sources,"hoax, confirmed, sources, choose, local, improve, education., technology, race",FAKE
R111,New Report on Policy,"new, report, policy, test, various, late, drive, college, have.",REAL
F078,Aliens Confirmed by Sources,"aliens, confirmed, sources, think, fly, agreement, response., imagine, people",FAKE
R105,New Report on Budget Report,"new, report, budget, report, least, year, clear, nature, section.",REAL
F196,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, age, attorney, serve, since",FAKE
F118,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, wish, paper, information, recently",FAKE
F077,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, financial, future, rate, big.",FAKE
F070,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, page, oil, perform, meeting, idea",FAKE
F041,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, sport, stage, apply, size., artist",FAKE
R026,New Report on Policy,"new, report, policy, less, change, night, available, simply",REAL
R207,New Report on Policy,"new, report, policy, cultural, growth, large, authority, yard",REAL
F163,Secret Cure Confirmed by Sources,"secret, cure, confirmed, sources, focus, debate, amount, investment",FAKE
F171,Government Cover-Up Confirmed by Sources,"government, cover-up, confirmed, sources, weight, continue, official, year, outside.",FAKE
F139,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, within, bank, particular, send, maybe.",FAKE
F120,Miracle Drug Confirmed by Sources,"miracle, drug, confirmed, sources, newspaper, church, southern, start",FAKE
F146,Mind Control Confirmed by Sources,"mind, control, confirmed, sources, way, statement, wall, at.",FAKE
R115,New Report on Research,"new, report, research, push, role, write, exactly, professional, inside",REAL
F039,Aliens Confirmed by Sources,"aliens, confirmed, sources, state, meet, inside, weight., statement, many",FAKE
F225,Hoax Confirmed by Sources,"hoax, confirmed, sources, set, interview, else., magazine, community, dream.",FAKE
F140,Aliens Confirmed by Sources,"aliens, confirmed, sources, technology, reduce, step, food, necessary, read",FAKE
F122,Mind Control Confirmed by Sources,"mind, control, confirmed, sources, organization, task, take, impact, race",FAKE
R070,New Report on Budget Report,"new, report, budget, report, particular, strategy, behind, television., dog",REAL
F248,Celebrity Scandal Confirmed by Sources,"celebrity, scandal, confirmed, sources, lose, course, detail, every",FAKE
R016,New Report on Technology Breakthrough,"new, report, technology, breakthrough, day, coach, back, capital, agree",REAL
R148,New Report on Technology Breakthrough,"new, report, technology, breakthrough, moment, system, apply, message, west",REAL
R142,New Report on Budget Report,"new, report, budget, report, begin, crime, rock, partner.",REAL
F141,Miracle Drug Confirmed by Sources,"miracle, drug, confirmed, sources, lead, fact, mr",FAKE
R076,New Report on Technology Breakthrough,"new, report, technology, breakthrough, three, pass, new, reflect., experts",REAL
R180,New Report on Budget Report,"new, report, budget, report, north, every, energy, want, structure",REAL
F126,Aliens Confirmed by Sources,"aliens, confirmed, sources, guy, attorney, allow, list, poor., stock",FAKE
R134,New Report on Economic Growth,"new, report, economic, growth, official, throughout, discussion, president, improve",REAL
F132,Mind Control Confirmed by Sources,"mind, control, confirmed, sources, citizen, develop, fight, management",FAKE
F230,Immortal Jellyfish Confirmed by Sources,"immortal, jellyfish, confirmed, sources, mrs, one, indicate, left",FAKE
F243,Aliens Confirmed by Sources,"aliens, confirmed, sources, plant, hear, section, traditional., set, son",FAKE
R191,New Report on Budget Report,"new, report, budget, report, week, send, play, white",REAL
R130,New Report on Public Health,"new, report, public, health, ball, election, commercial, growth",REAL
F081,Mind Control Confirmed by Sources,"mind, control, confirmed, sources, certain, third, win, parent, weight",FAKE
R209,New Report on Technology Breakthrough,"new, report, technology, breakthrough, doctor, accept, kind, me.",REAL
F228,Hoax Confirmed by Sources,"hoax, confirmed, sources, leave, without, field, store.",FAKE
R030,New Report on Budget Report,"new, report, budget, report, nature, must, stock, buy., hope",REAL
R214,New Report on Education,"new, report, education, relate, something, represent, take, glass, measure",REAL
R175,New Report on Economic Growth,"new, report, economic, growth, market, successful, budget, letter., personal",REAL
