id,filtered_words_str,label_index
F237,product tree generation surface arrive. tend line probably know down. — shocking claims government cover-up surface internet.,0.0
R086,bit resource matter himself. agent according course discover former. go management player sport religious major gun. experts discuss ongoing developments research.,1.0
R240,probably use start partner. behind others fly majority group defense success buy. figure read senior true dream gun stuff language. reach course entire. experts discuss ongoing developments policy.,1.0
R133,former high former already. lawyer rather focus six. rule fall training treat past. strategy nearly picture action still final. experts discuss ongoing developments public health.,1.0
F044,increase much imagine line onto someone travel industry. chair quickly clearly. ability agent job walk operation traditional. computer evening risk social professional source learn support. — shocking claims hoax surface internet.,0.0
F125,party technology offer city team voice suffer same. soldier team billion environment authority six. resource lead environment fund street. — shocking claims government cover-up surface internet.,0.0
F165,either southern site. practice reality eight assume hope. — shocking claims secret cure surface internet.,0.0
F137,power entire report response loss lawyer government. money technology region capital choice early. plan high people action. — shocking claims flat earth surface internet.,0.0
R088,heavy environmental anything. face south although. future operation. experts discuss ongoing developments research.,1.0
R169,time positive develop world. believe site water foot throw. always successful eight new daughter water within. experts discuss ongoing developments technology breakthrough.,1.0
R193,another plan nice catch such. major according care religious song drug. experts discuss ongoing developments technology breakthrough.,1.0
F247,discuss argue media drive prevent water sing. window after. — shocking claims mind control surface internet.,0.0
R179,explain back beyond before. need know west everything news news sister. garden reduce city lawyer live bring. according although six health toward. experts discuss ongoing developments technology breakthrough.,1.0
F138,fear guess natural mind able old accept. american morning current land almost. defense question suggest guess. — shocking claims immortal jellyfish surface internet.,0.0
R017,style culture plan painting yes believe early. movie pass culture book any. color officer expect follow daughter. experts discuss ongoing developments policy.,1.0
F090,purpose become return organization letter. business right international live really. — shocking claims mind control surface internet.,0.0
F222,fund know great area. claim admit anything military career. — shocking claims mind control surface internet.,0.0
R114,vote firm ahead determine mr check. message deal return staff floor catch court. recognize particular occur past mind lay voice. experts discuss ongoing developments climate change.,1.0
F235,well yes large risk truth race pm. — shocking claims celebrity scandal surface internet.,0.0
F185,upon economic common memory minute. officer share skin general. go big traditional city player poor. — shocking claims hoax surface internet.,0.0
F221,day fast east discussion business class. smile community travel town read could. — shocking claims flat earth surface internet.,0.0
F054,thought want customer tough interesting beat thought. war north feeling six reach style. — shocking claims secret cure surface internet.,0.0
R000,treat dinner enter including describe modern great. easy partner either miss. man role garden. experts discuss ongoing developments public health.,1.0
R178,big pick region week box. watch carry pattern step. fund perform conference bed. experts discuss ongoing developments budget report.,1.0
F006,action receive brother grow fire determine prepare. — shocking claims hoax surface internet.,0.0
F174,success local mind stage. without organization commercial power view. memory option second situation. — shocking claims secret cure surface internet.,0.0
R009,network receive someone. experts discuss ongoing developments election.,1.0
R122,much simply sea three stuff. billion one possible hundred local. experts discuss ongoing developments economic growth.,1.0
F189,ask maybe discuss challenge minute town. total old big people. — shocking claims immortal jellyfish surface internet.,0.0
R146,speak teacher behind must relationship. experts discuss ongoing developments technology breakthrough.,1.0
R022,manager land easy apply. speak agent spend professional. follow including ago among win. experts discuss ongoing developments climate change.,1.0
F177,save fact. brother pass beyond position within. — shocking claims aliens surface internet.,0.0
F021,report young article expect. industry pattern threat meet well event office. hope break right discuss. — shocking claims secret cure surface internet.,0.0
R039,doctor structure give weight less side. source interesting news per quality. fish small him. rock whatever someone. experts discuss ongoing developments economic growth.,1.0
F061,bill wife federal claim. environmental financial site ability parent value. — shocking claims miracle drug surface internet.,0.0
R057,wrong describe bed report everyone. arm stay ask garden join trouble hundred. article skin part morning none program. experts discuss ongoing developments technology breakthrough.,1.0
F154,finish feel wall beyond despite finally upon. five beyond language past. population whatever sit though party become. — shocking claims immortal jellyfish surface internet.,0.0
F052,agreement key political. find often try suffer out. company let thus order. — shocking claims mind control surface internet.,0.0
F124,water board time start agree. mean service one surface possible. people republican election generation building none. — shocking claims flat earth surface internet.,0.0
R071,performance statement husband serve last. list thus religious task but. experts discuss ongoing developments budget report.,1.0
R152,evidence police network little great maintain. time reveal policy suddenly father mean. experts discuss ongoing developments budget report.,1.0
F038,look song position be. answer admit organization bank. — shocking claims mind control surface internet.,0.0
F101,west lay wonder usually. according boy number get strategy card. — shocking claims immortal jellyfish surface internet.,0.0
F203,market around back million attention able side. base state four perform ready baby skill. election activity a. — shocking claims celebrity scandal surface internet.,0.0
F192,development suggest government dream. provide work game building loss sometimes forward. — shocking claims government cover-up surface internet.,0.0
R189,team occur much far claim let exactly. hospital leader factor hundred state trade. describe always coach goal recognize laugh believe. experts discuss ongoing developments climate change.,1.0
R098,region hold current authority realize. shoulder interest kitchen. experts discuss ongoing developments election.,1.0
R149,fast central side exactly. enough traditional city determine. notice bed suggest. experts discuss ongoing developments economic growth.,1.0
R046,attack stand national position third life four government. government result possible decision identify hospital enter stock. interesting economic artist production like data structure practice. experts discuss ongoing developments education.,1.0
F055,amount threat city task. foreign recently police. — shocking claims hoax surface internet.,0.0
F159,take project fire apply movement later type word. help section exactly certain. — shocking claims flat earth surface internet.,0.0
F083,tonight human system guess. north break door start paper claim art civil. — shocking claims secret cure surface internet.,0.0
R109,class ready parent question. audience ground seat candidate. fund arm knowledge south. experts discuss ongoing developments education.,1.0
R102,early begin process quickly. serious admit check someone whose. experts discuss ongoing developments climate change.,1.0
R060,political none describe indeed. low write mouth that. experts discuss ongoing developments election.,1.0
F085,cut believe firm blood people interest. animal task become save put value thing. — shocking claims secret cure surface internet.,0.0
F188,white exist walk hot read. dark pay produce. claim service chair whatever back public attention source. — shocking claims hoax surface internet.,0.0
F131,north save skill attack change republican. behavior always poor smile. — shocking claims hoax surface internet.,0.0
R202,capital want bad force important. structure fire. recently short arm pretty. dark color offer rock. experts discuss ongoing developments public health.,1.0
F111,add eye member eat wide democratic employee. quite common threat morning run. according director pass high director truth. — shocking claims celebrity scandal surface internet.,0.0
R151,pay appear movement serve mouth. care teach scene road. experts discuss ongoing developments policy.,1.0
F058,sense baby trade suggest. little eat now. president commercial military teach occur. — shocking claims government cover-up surface internet.,0.0
R164,rule especially consider place tree discussion evidence single. experts discuss ongoing developments education.,1.0
F242,heavy song ahead cover investment full those. choice produce seek cold often half. — shocking claims celebrity scandal surface internet.,0.0
F064,contain admit boy. record drive produce star product. black soon decade. — shocking claims mind control surface internet.,0.0
R228,strong easy movement. run tough difference last. describe different movie weight others. experts discuss ongoing developments education.,1.0
R210,yeah person business sense people. experts discuss ongoing developments economic growth.,1.0
R156,back half. energy standard manage mind travel. tell law theory thousand protect know. reason half include fire. experts discuss ongoing developments policy.,1.0
R192,despite discuss girl without month several audience south. officer seek exist. race article respond before. experts discuss ongoing developments climate change.,1.0
F102,give old true everything on. certainly interesting agent with. peace spend ask market. entire remember. — shocking claims government cover-up surface internet.,0.0
R237,per parent tonight already deal one. speak sit rate surface. experts discuss ongoing developments election.,1.0
F015,consumer national word design company hit stuff policy. — shocking claims immortal jellyfish surface internet.,0.0
F020,hope marriage pm little light collection wear. fight nothing apply anything power difficult walk. — shocking claims celebrity scandal surface internet.,0.0
R083,represent white bit ground moment. old question point follow party. decade pattern event wonder consumer explain. experts discuss ongoing developments election.,1.0
F035,short along. least rather air party. — shocking claims hoax surface internet.,0.0
R082,important shake resource whatever. event worry listen among opportunity clearly. officer clear administration catch. experts discuss ongoing developments budget report.,1.0
F114,size magazine idea. use beat ahead society name. sort provide allow. — shocking claims mind control surface internet.,0.0
F179,phone left story produce play. food choice character. — shocking claims secret cure surface internet.,0.0
F026,politics war staff hotel. — shocking claims celebrity scandal surface internet.,0.0
R217,unit better development paper right. interest worker management significant fire. computer event television worry. experts discuss ongoing developments election.,1.0
F009,huge indicate peace stage fly lot employee. sound lay series art. never theory institution put federal discussion. — shocking claims celebrity scandal surface internet.,0.0
F240,simply land tv remember live understand save. conference evening onto. — shocking claims aliens surface internet.,0.0
R216,clearly past care behavior quickly around final such. economic gas girl. speak individual remember. experts discuss ongoing developments research.,1.0
F129,total various. learn really seven pass poor. west special also hospital. — shocking claims flat earth surface internet.,0.0
R197,arrive consumer gun system. research option approach goal even cut. experts discuss ongoing developments education.,1.0
F142,never floor test production. important sense major vote. — shocking claims government cover-up surface internet.,0.0
R140,together consider cover industry writer. picture energy agreement. experts discuss ongoing developments climate change.,1.0
R165,statement exactly point. experts discuss ongoing developments budget report.,1.0
R139,current third learn hot. experts discuss ongoing developments education.,1.0
F232,material land knowledge play life get speak. leg huge analysis argue source. financial since social avoid trial fish. none store including. — shocking claims hoax surface internet.,0.0
F108,suggest hot everyone. apply place hope. sometimes another ask. — shocking claims celebrity scandal surface internet.,0.0
F167,even body mr man left. — shocking claims celebrity scandal surface internet.,0.0
R242,home pattern base. particular worker future. experts discuss ongoing developments research.,1.0
F133,choice month degree rise certainly. bill power risk study available. — shocking claims immortal jellyfish surface internet.,0.0
F025,others civil door nearly goal. make wind maybe detail. — shocking claims flat earth surface internet.,0.0
F093,last education democrat ground bed enter. recently later clearly husband. indeed yet support. — shocking claims immortal jellyfish surface internet.,0.0
F236,environment produce generation tonight manage. happen might clear. — shocking claims government cover-up surface internet.,0.0
F069,born throughout manage local. affect heart thank idea stop alone toward. assume require research perform level. — shocking claims flat earth surface internet.,0.0
F219,fact commercial meet though use. without popular woman. — shocking claims flat earth surface internet.,0.0
R079,sense mr under. argue computer actually ok per east. author increase traditional great side situation. experts discuss ongoing developments election.,1.0
F042,war military four student energy material. price method record final business policy. — shocking claims hoax surface internet.,0.0
R154,chair song old check safe. truth none baby almost represent. change color kitchen environmental bill. experts discuss ongoing developments budget report.,1.0
R089,head public threat deal understand she. personal establish peace. carry include hold sport building. experts discuss ongoing developments public health.,1.0
R038,interesting check bit account question. industry example approach. benefit even kind. experts discuss ongoing developments public health.,1.0
R053,pay cost reach. century worker case process. career instead work stand beautiful seven. experts discuss ongoing developments economic growth.,1.0
F201,value per ground pass garden require. success bring girl mind president. control officer open agent staff. spring general simple nothing color make. — shocking claims hoax surface internet.,0.0
F013,suffer simply democratic pick today. book article organization reduce road enjoy congress ready. figure quickly mention suddenly provide history. — shocking claims secret cure surface internet.,0.0
R023,president clearly cut science husband energy people. beyond image stuff ground. experts discuss ongoing developments policy.,1.0
R068,ready surface black reduce start decade candidate. weight pass deep likely add. manage see figure during. experts discuss ongoing developments technology breakthrough.,1.0
F065,rest physical past thousand get actually stock human. child camera prepare amount heart. — shocking claims hoax surface internet.,0.0
F239,wind although take focus church. country later training rule soldier modern. — shocking claims celebrity scandal surface internet.,0.0
F084,behind road detail decade avoid tell. teach reveal only. congress describe cultural work. — shocking claims miracle drug surface internet.,0.0
R120,culture manage rather stop dog imagine. experts discuss ongoing developments election.,1.0
F207,language eye young consider strong whole. happen make prepare together. ever nearly break travel. drop drive week capital teacher garden. — shocking claims government cover-up surface internet.,0.0
R158,election instead south section speech happen. drug force prepare article player. experts discuss ongoing developments economic growth.,1.0
R097,billion enjoy stop value tonight rate. experts discuss ongoing developments technology breakthrough.,1.0
R092,anything politics this. friend fine road four base. eight give issue everyone. experts discuss ongoing developments technology breakthrough.,1.0
F172,claim total well great tell particularly interest. inside purpose economic. design democratic next challenge fear people. — shocking claims hoax surface internet.,0.0
R182,case town focus prepare direction argue bank majority. experts discuss ongoing developments economic growth.,1.0
F014,modern church seem section organization soon various actually. method response teacher decade fill southern leave. day growth big kind. media friend spring event month. — shocking claims secret cure surface internet.,0.0
R230,table kid mouth child church sound. push party charge though wear business development thing. popular hotel sing really. experts discuss ongoing developments election.,1.0
F223,suffer bit pick sense quickly ahead eye. feel nature north public tough ask sing. fish final. — shocking claims government cover-up surface internet.,0.0
R221,receive billion travel food. floor physical shake bill professor behind. score grow various oil industry summer. experts discuss ongoing developments policy.,1.0
R173,might anyone policy personal imagine realize. risk window throw see establish serious. chance notice citizen every contain. experts discuss ongoing developments climate change.,1.0
F249,agent boy process anyone. cup north building price. — shocking claims immortal jellyfish surface internet.,0.0
F112,start home. yeah sport respond. — shocking claims government cover-up surface internet.,0.0
R058,american decision low. effect happy house. experts discuss ongoing developments budget report.,1.0
R159,program expect sport prove. fall clear member certain safe. necessary middle total test yet. experts discuss ongoing developments economic growth.,1.0
R029,miss city tree option office agent recent shoulder. experts discuss ongoing developments economic growth.,1.0
R126,particular choice instead address three. add eight seat life each. experts discuss ongoing developments research.,1.0
R132,prove spend able. reason sea still trade check sense full. position participant tend figure physical allow customer. experts discuss ongoing developments education.,1.0
R025,benefit trouble authority white name future what. everything everybody four medical kid. cold almost discover degree song worker he. experts discuss ongoing developments election.,1.0
F214,life debate. brother control toward. — shocking claims secret cure surface internet.,0.0
R177,garden play else. oil behind stock. experts discuss ongoing developments policy.,1.0
R196,dream case trade no. base become close agent staff tough though. experts discuss ongoing developments budget report.,1.0
R135,majority listen fly its. public color smile enough force modern. leave avoid moment economy pay. experts discuss ongoing developments budget report.,1.0
F152,two top rule keep. senior father strategy anything. clear fine ago worker green. — shocking claims government cover-up surface internet.,0.0
F180,compare culture find. — shocking claims secret cure surface internet.,0.0
F003,tonight tree around sing campaign open. language successful unit customer moment network. — shocking claims secret cure surface internet.,0.0
F244,every traditional speak send politics. movie coach sense window stage range. — shocking claims celebrity scandal surface internet.,0.0
F194,new father hard. water society add kid past draw truth. wonder interest rate method language. — shocking claims immortal jellyfish surface internet.,0.0
R044,talk season mention strategy adult kitchen administration. sea room involve protect. family better enough school short. experts discuss ongoing developments policy.,1.0
R141,call sort past science. western discover study far modern. long heart pretty try hope subject. experts discuss ongoing developments economic growth.,1.0
R188,always many third left speech. mind ask trial final voice. experts discuss ongoing developments climate change.,1.0
F010,leg happy true factor. turn look house seat enjoy inside. — shocking claims aliens surface internet.,0.0
R106,big suffer heart list prove city law why. buy color campaign dinner for. experts discuss ongoing developments economic growth.,1.0
R049,discover manage security responsibility during. build task whole pass vote. three fish low key. experts discuss ongoing developments research.,1.0
R144,main apply necessary body lead. figure join tax change father bill. scene center seek physical help season laugh. experts discuss ongoing developments budget report.,1.0
F199,instead mission specific together school mother. wind better catch sell voice board official professional. allow put station step go sure music special. — shocking claims celebrity scandal surface internet.,0.0
F215,foreign start drop wish alone. life total include forget say minute. — shocking claims secret cure surface internet.,0.0
R176,guy president action cut impact. threat add actually citizen. south similar develop class make. experts discuss ongoing developments economic growth.,1.0
F105,however none country. face offer reveal. — shocking claims hoax surface internet.,0.0
F031,professional including concern enter realize local. expert red win even. worker product decade relate key hotel lose republican. — shocking claims miracle drug surface internet.,0.0
R206,long writer certain film though red magazine. magazine word clearly almost management until. change three information city. eye memory culture sort worker last into. experts discuss ongoing developments research.,1.0
F238,read best use ability realize fight remain. realize exactly end rate. cold soldier work long clearly a. — shocking claims secret cure surface internet.,0.0
R027,medical fill crime ready treatment. artist notice authority realize commercial. family crime return wear fire. experts discuss ongoing developments climate change.,1.0
F169,issue mother coach girl speak. talk window suddenly detail others detail so. church small condition. — shocking claims government cover-up surface internet.,0.0
F208,woman surface lead on. truth notice amount pm gun author total. risk likely picture size. position however idea college focus end over. — shocking claims aliens surface internet.,0.0
F212,behind political fast list bring right. hundred second mother impact difficult garden senior. large interview suggest first tonight tv. stock degree actually sport design. — shocking claims miracle drug surface internet.,0.0
F032,decade teacher mention thought thing audience. back effect keep who. — shocking claims hoax surface internet.,0.0
F109,choose local improve education. technology race language page service especially talk investment. — shocking claims hoax surface internet.,0.0
R111,test various late drive college have. report say anyone marriage understand not. experts discuss ongoing developments policy.,1.0
F078,think fly agreement response. imagine people sing deal. industry region front science chair. — shocking claims aliens surface internet.,0.0
R105,least year clear nature section. item example although everybody care. system card. western ahead choose ten. experts discuss ongoing developments budget report.,1.0
F196,age attorney serve since marriage safe. return full enjoy sister many attorney nearly doctor. — shocking claims government cover-up surface internet.,0.0
F118,wish paper information recently there. director represent beyond present successful will. — shocking claims immortal jellyfish surface internet.,0.0
F077,financial future rate big. yeah resource action middle drug effect free ball. — shocking claims secret cure surface internet.,0.0
F070,page oil perform meeting idea concern. yard parent general professor allow least stand human. book daughter say yard require key grow visit. — shocking claims government cover-up surface internet.,0.0
F041,sport stage apply size. artist recently serve continue. new story cause couple toward later you. — shocking claims immortal jellyfish surface internet.,0.0
R026,less change night available simply able. organization story provide yard product international. experts discuss ongoing developments policy.,1.0
R207,cultural growth large authority yard kid. edge source debate rock. experts discuss ongoing developments policy.,1.0
F163,focus debate amount investment music experience let. later project practice body indeed street option. group beautiful fish computer crime. — shocking claims secret cure surface internet.,0.0
F171,weight continue official year outside. — shocking claims government cover-up surface internet.,0.0
F139,within bank particular send maybe. organization husband student. — shocking claims immortal jellyfish surface internet.,0.0
F120,newspaper church southern start situation control pm. specific threat year husband. figure resource often artist. — shocking claims miracle drug surface internet.,0.0
F146,way statement wall at. — shocking claims mind control surface internet.,0.0
R115,push role write exactly professional inside center. wait position choice visit traditional role take. experts discuss ongoing developments research.,1.0
F039,state meet inside weight. statement many remember short current. page risk less nothing dark area carry newspaper. occur try example strong western religious suggest. — shocking claims aliens surface internet.,0.0
F225,set interview else. magazine community dream. three our. along poor wall newspaper. — shocking claims hoax surface internet.,0.0
F140,technology reduce step food necessary read moment around. reflect relate like hit forward development after. — shocking claims aliens surface internet.,0.0
F122,organization task take impact race society sound employee. — shocking claims mind control surface internet.,0.0
R070,particular strategy behind television. dog every ball support rich. leader suffer heart result large. experts discuss ongoing developments budget report.,1.0
F248,lose course detail every young three. mind ok four cut kitchen account. discover hour real standard. — shocking claims celebrity scandal surface internet.,0.0
R016,day coach back capital agree social. chair among series growth drive. experts discuss ongoing developments technology breakthrough.,1.0
R148,moment system apply message west worker american. across open person in. meet street operation western fast parent. experts discuss ongoing developments technology breakthrough.,1.0
R142,begin crime rock partner. site chance body community. father movie image heavy thus amount toward. experts discuss ongoing developments budget report.,1.0
F141,lead fact mr spring. soon modern mention. — shocking claims miracle drug surface internet.,0.0
R076,three pass new reflect. experts discuss ongoing developments technology breakthrough.,1.0
R180,north every energy want structure believe term. experts discuss ongoing developments budget report.,1.0
F126,guy attorney allow list poor. stock set player nearly special. — shocking claims aliens surface internet.,0.0
R134,official throughout discussion president improve high resource. sea several draw. great body win. experts discuss ongoing developments economic growth.,1.0
F132,citizen develop fight management gun. wife throw assume best. race crime music kind mother activity. part career experience whether. — shocking claims mind control surface internet.,0.0
F230,mrs one indicate left artist production eight. stop appear store state total number. — shocking claims immortal jellyfish surface internet.,0.0
F243,plant hear section traditional. set son attack enough young audience. speech traditional peace create contain similar during. — shocking claims aliens surface internet.,0.0
R191,week send play white policy. major receive never deal name. letter meeting practice. experts discuss ongoing developments budget report.,1.0
R130,ball election commercial growth girl. well street ready law. within according tonight best. experts discuss ongoing developments public health.,1.0
F081,certain third win parent weight fire plan manager. good student new enough question else truth. worry give get share outside deal. whether federal hard. — shocking claims mind control surface internet.,0.0
R209,doctor accept kind me. increase job especially design show. experts discuss ongoing developments technology breakthrough.,1.0
F228,leave without field store. state prevent piece actually. national theory message head involve. middle head baby national chair democratic. — shocking claims hoax surface internet.,0.0
R030,nature must stock buy. hope tree lawyer control. experts discuss ongoing developments budget report.,1.0
R214,relate something represent take glass measure threat anyone. anyone series last mission. make next baby rule majority claim indicate. experts discuss ongoing developments education.,1.0
R175,market successful budget letter. personal society approach enough get attorney trip. experts discuss ongoing developments economic growth.,1.0
